handcrafted,tot,grouplabels
12.372,7.427,14
149.821,149.83499999999998,15
149.821,149.827,15
149.821,149.828,15
149.821,149.838,15
149.821,149.779,15
149.821,149.83900000000003,15
149.821,149.842,15
149.821,149.815,15
149.821,149.887,15
149.821,149.849,15
149.821,149.71599999999998,15
149.821,150.279,15
149.821,149.82600000000002,15
0.21300000000000002,0.18500000000000003,16
0.21300000000000002,19.277,16
0.21300000000000002,18.201,16
0.21300000000000002,149.85100000000003,16
0.21300000000000002,149.82999999999998,16
0.21300000000000002,0.191,16
0.21300000000000002,0.377,16
0.21300000000000002,0.256,16
0.21300000000000002,0.227,16
0.21300000000000002,0.21099999999999997,16
0.21300000000000002,0.20500000000000002,16
0.21300000000000002,0.246,16
0.21300000000000002,1.229,16
0.21300000000000002,0.195,16
0.21300000000000002,0.528,16
0.13,0.179,17
0.13,0.28300000000000003,17
0.13,0.151,17
0.13,0.181,17
0.13,0.12,17
0.13,0.159,17
0.13,0.11299999999999999,17
0.13,1.145,17
0.13,0.14700000000000002,17
0.13,0.133,17
0.13,0.13,17
0.13,0.128,17
0.13,0.131,17
0.13,1.155,17
0.13,0.138,17
0.13,0.11299999999999999,17
0.194,0.266,18
0.194,0.145,18
0.194,0.717,18
0.194,0.133,18
0.194,0.16499999999999998,18
0.194,0.126,18
0.194,0.11299999999999999,18
0.194,0.11399999999999999,18
0.194,0.15,18
0.194,0.15,18
0.194,54.516999999999996,18
0.194,0.586,18
0.194,0.165,18
0.194,0.189,18
0.194,0.183,18
0.313,0.7999999999999999,19
0.313,52.315,19
0.313,0.298,19
0.313,39.714,19
0.313,0.26,19
0.313,0.72,19
0.313,0.352,19
0.313,0.325,19
0.313,0.307,19
0.313,0.308,19
0.313,0.308,19
0.313,0.315,19
0.313,0.399,19
0.313,0.333,19
0.313,0.289,19
0.313,0.309,19
0.238,0.16,0
0.238,0.172,0
0.238,0.203,0
0.238,0.26,0
0.238,0.16,0
0.238,149.826,0
0.238,0.20600000000000002,0
0.238,149.828,0
0.238,0.227,0
0.238,0.22600000000000003,0
0.238,0.829,0
0.238,0.482,0
0.238,149.529,0
0.105,0.154,1
0.105,0.15000000000000002,1
0.105,0.21100000000000002,1
0.105,0.15200000000000002,1
0.105,0.14600000000000002,1
0.105,0.152,1
0.105,0.14500000000000002,1
0.105,2.106,1
0.105,29.067,1
0.11299999999999999,1.6139999999999999,2
0.11299999999999999,0.119,2
0.11299999999999999,0.167,2
0.11299999999999999,0.15200000000000002,2
0.11299999999999999,0.14700000000000002,2
0.11299999999999999,0.132,2
0.155,0.385,3
0.155,149.81,3
0.155,0.164,3
0.155,0.202,3
0.155,0.24,3
0.155,0.522,3
0.155,0.214,3
0.155,0.156,3
0.155,0.582,3
0.155,0.192,3
0.155,0.162,3
0.155,149.816,3
0.155,0.23299999999999998,3
0.155,0.234,3
0.155,0.179,3
0.111,0.17099999999999999,4
0.111,0.236,4
0.111,0.191,4
0.111,0.738,4
0.111,0.15899999999999997,4
0.111,0.15,4
0.111,0.118,4
0.111,0.542,4
0.111,149.798,4
0.111,0.62,4
0.111,0.47200000000000003,4
0.111,0.154,4
0.111,0.176,4
