handcrafted,tot,grouplabels
0.111,0.193,4
0.111,0.622,4
0.124,0.181,5
0.124,39.852000000000004,5
0.124,79.916,5
0.124,0.181,5
0.124,0.16999999999999998,5
0.124,0.129,5
0.124,0.16499999999999998,5
0.124,0.14900000000000002,5
0.124,0.125,5
0.124,0.133,5
0.124,149.62000000000003,5
0.124,0.22100000000000003,5
0.124,0.187,5
0.124,0.157,5
0.124,118.981,5
0.136,1.103,6
0.136,0.752,6
0.136,0.236,6
0.136,0.621,6
0.136,1.397,6
0.136,0.164,6
0.136,0.255,6
0.136,0.125,6
0.136,0.131,6
0.136,0.166,6
0.136,0.7229999999999999,6
0.136,90.481,6
0.14200000000000002,149.772,7
0.14200000000000002,0.354,7
0.14200000000000002,0.192,7
0.14200000000000002,0.198,7
0.14200000000000002,0.20800000000000002,7
0.14200000000000002,0.244,7
0.14200000000000002,0.28600000000000003,7
0.14200000000000002,0.282,7
0.14200000000000002,0.17099999999999999,7
0.14200000000000002,0.226,7
0.14200000000000002,0.181,7
0.14200000000000002,0.169,7
0.14200000000000002,149.76299999999998,7
0.14200000000000002,0.211,7
0.14200000000000002,0.218,7
0.14200000000000002,0.201,7
0.163,149.773,8
0.163,0.174,8
0.163,0.21200000000000002,8
0.163,149.76700000000002,8
0.163,149.797,8
0.163,0.159,8
0.163,149.76399999999998,8
0.163,0.183,8
0.163,0.227,8
0.163,0.236,8
0.163,0.245,8
0.163,0.21000000000000002,8
0.163,0.248,8
0.163,0.21000000000000002,8
0.163,149.857,8
0.163,0.155,8
1.98,2.107,9
1.98,3.609,9
1.98,1.364,9
1.98,128.31300000000002,9
1.98,2.9050000000000002,9
1.98,1.1660000000000001,9
1.98,1.1190000000000002,9
1.98,7.4879999999999995,9
1.98,2.0300000000000002,9
16.258999999999997,13.753,10
16.258999999999997,93.288,10
16.258999999999997,11.642,10
16.258999999999997,14.127999999999998,10
16.258999999999997,11.219,10
16.258999999999997,48.349,10
16.258999999999997,23.098,10
16.258999999999997,48.144,10
16.258999999999997,6.599,10
16.258999999999997,6.534000000000001,10
16.258999999999997,20.217999999999996,10
16.258999999999997,18.555,10
16.258999999999997,18.086,10
16.258999999999997,18.263,10
0.192,0.121,11
0.192,0.173,11
0.192,0.288,11
0.192,46.355000000000004,11
0.192,73.96199999999999,11
0.192,0.155,11
0.192,0.20700000000000002,11
0.192,0.28800000000000003,11
0.192,0.8029999999999999,11
0.192,1.9060000000000001,11
0.446,1.21,12
0.446,0.947,12
0.446,0.91,12
0.446,0.596,12
0.446,32.202999999999996,12
0.446,0.5389999999999999,12
0.446,35.147999999999996,12
0.446,0.519,12
0.163,0.184,13
0.163,0.17099999999999999,13
0.163,0.256,13
0.163,0.273,13
0.163,0.75,13
0.163,149.848,13
0.163,0.16899999999999998,13
0.163,0.14800000000000002,13
0.163,0.197,13
0.163,1.157,13
0.163,0.585,13
0.163,0.756,13
0.163,0.318,13
0.163,0.244,13
0.163,0.623,13
0.163,0.254,13
12.372,9.162,14
12.372,77.076,14
12.372,75.145,14
12.372,17.098,14
12.372,21.588,14
12.372,22.523,14
12.372,8.123,14
12.372,8.534,14
12.372,20.511,14
12.372,5.532,14
12.372,4.805,14
12.372,7.899,14
12.372,15.288,14
149.821,149.85,15
149.821,149.81799999999998,15
149.821,149.861,15
149.821,149.286,15
149.821,149.588,15
149.821,149.87499999999997,15
149.821,149.808,15
149.821,149.81400000000002,15
149.821,149.87,15
149.821,149.825,15
149.821,149.84599999999998,15
149.821,149.85399999999998,15
149.821,149.876,15
0.21300000000000002,0.2,16
0.21300000000000002,0.273,16
0.21300000000000002,0.7080000000000001,16
0.21300000000000002,0.518,16
0.21300000000000002,0.21999999999999997,16
0.21300000000000002,0.204,16
0.21300000000000002,0.189,16
0.21300000000000002,0.21899999999999997,16
0.21300000000000002,0.24,16
0.21300000000000002,0.6719999999999999,16
0.21300000000000002,0.208,16
0.21300000000000002,0.22199999999999998,16
0.21300000000000002,0.21300000000000002,16
0.21300000000000002,0.18100000000000002,16
0.21300000000000002,0.667,16
0.13,0.655,17
0.13,0.11599999999999999,17
0.13,0.133,17
0.13,0.14100000000000001,17
0.13,0.14400000000000002,17
0.13,0.147,17
0.13,0.155,17
0.13,0.144,17
0.13,0.152,17
0.13,0.12,17
0.13,1.115,17
0.13,0.129,17
0.13,1.7080000000000002,17
0.13,0.186,17
0.13,0.15,17
0.13,0.46799999999999997,17
0.194,0.158,18
0.194,0.215,18
0.194,0.153,18
0.194,0.542,18
0.194,0.15100000000000002,18
0.194,0.248,18
0.194,0.14700000000000002,18
0.194,0.14300000000000002,18
0.194,0.698,18
0.194,0.183,18
0.194,0.16599999999999998,18
0.194,0.174,18
0.194,0.748,18
0.194,0.698,18
0.313,0.313,19
0.313,0.492,19
0.313,0.307,19
0.313,0.333,19
0.313,0.326,19
0.313,0.629,19
0.313,0.306,19
0.313,0.32,19
0.313,0.456,19
0.313,0.43200000000000005,19
0.313,0.42400000000000004,19
0.313,0.42200000000000004,19
0.313,0.283,19
0.313,1.055,19
0.313,0.298,19
0.313,0.311,19
